full_text,emotion
@JAstuti32696 @tempodotco @tukin_dosenASN ‍ Katanya lu sekarang jadi dosen ya? ‍ Dosen dari Hongkooong ‍ Wah banyak duit dong ‍️ ???,neutral
@DS_yantie Katanya jika sudah dapat tukin tidak akan korupsi atau lakukan pungli. Berarti perlu ditinjau ulang nich pemberian tukin masih korupsi juga ,neutral
Dibuat gendeng sama tata negara ini 1. Coretax 2. Pagar laut 3. LPG 4. IKN 5. Tukin 6. Bpjs 7. Mafia tanah Astagaaa gini katanya rakyat rakyat ampuuun tolong Pak @aniesbaswedan,fear
@pluviophile171 @tukin_dosenASN Jika ada 9 juta mahasiswa aktif maka jumlah lulusan per tahun seharusnya lebih tinggi: 9jt/4=2 25 jt lulusan per tahun (D1-S3). Nyatanya hanya 1 5 juta lulusan D1-S3. MAKSIMAL total mahasiswa D1-S3 6JT. Total murid SMA Cmn 5jt (KULIAH KATANYA TERSIER),neutral
@kumparan 1T hilang gak berbekas. Katanya dibuat oleh ASN terbaik yg bekerja di institusi dgn tukin tertinggi. Sedih banget hidup di negara korup yg sampai tidak mampu memilih orang yg kompeten untuk menyelesaikan pekerjaan dgn baik.,sadness
@tukin_dosenASN Penurunan kualitas di segala lini Di lembaga riset negara yang katanya punya visi world class research institute udah ga sanggup memfasilitasi pengecekan plagiarisme buat para penelitinya https://t.co/0I98bvkrJe,sadness
Mana katanya ga nyenggol belanja pegawai? Tukin gue dipotong tapi target ga dipotong. Anjing lah,joy
@Dennysiregar7 Katanya Prof Kemungkinan akan seperti Saudara sy jadi Sales Pasal UU. dan sangat mengiurkan hasilnya..malah digaji dapat Tukin intensif..mahar dan ll. Terimakasih sdh mempertontonkan kebodohan,trust
@edahneyya @prabu170814 @okkymadasari Yg kena pegawainya kak suami ku aja di kantor nya udh ada isu katanya tukin cuma bisa dibayar sampai bulan september tahun ini pdhl gaji pns aja ga nyampe ump dki jakarta ,joy
mungkin yang dimaksud 2025 Hijriah. Soalnya kalo masehi sekarang sudah Februari nih. Katanya RAKYAT PRIORITAS UTAMA tapi nyatanya TUKIN Mangkrak seharusnya Pemerintah menjadi Teladan Mengayomi Melindungi #pemerintahsehatkanBangsa #bayartukinkemdiktisaintek #dosenbukansapiperah https://t.co/yVKKF3wa3r,fear
@tukin_dosenASN Kemaren baca katanya buat PTN karena ada anggaran penelitian dsb. Tapi ya gatau deh. Tolong gaji dpr nya juga jan gede2 lahh. Jomplang bet ini,trust
@tukin_dosenASN Bener mas anakku di PTN Semarang smt 7 kemarin cuma 2 x pertemuan ngasi tugas &amp; presentasi diakhir semester. Semalam ngabarin katanya dosen pembimbing kurang apabila TA nya berbahasa Inggris. Dianjurkan revisi bhs Indonesia aja. Aneh PTN besar kekurangan dosen??,joy
Opiniku PU: dampak ke infrastruktur Kemdikti: peluang tukin dosen ga cair Kemenkes: pelayanan kesehatan Kemenhub: subsidi trasum dipotong kah Kemenag: ancaman sertifikasi halal yg selama ini gratis kayake bakal bayar deh Pertanian: mana yg katanya gaji petani muda 10jt? https://t.co/Gu3m62OpBc,joy
ni program semuanya kek dibikin sambil ada pistol ditodong di kepala . mbg berantakan ikn kaga lanjut gaada dana jgn lupa tukin dosen asn katanya gabisa dibayar krn gak masuk anggaran ..,anger
@msjaeminana jgn kemakan ego pembuktian pak jdnya byk bgt yg terzalimin grgr ini. K/L terancam potong tukin pemda terancam ga dpt TPP gaji 13 14 isunya gaada bahkan lpdp katanya ditiadakan krn negara gaada uang udah tolong cukup pak,fear
@tokyorendesvouz terus gimana tuh cpns ikn yg katanya tukin selangiit hmm,neutral
@mulaidaridiri @tukin_dosenASN Yang katanya THR hak pekerja. Asn bawahan bukan pekerja gais. Anehnya MPR DPR nggak ada tuh efisiensi .,fear
Dokter dipecat tukin dosen 4 tahun tidak dibayarkan tvri mati listrik gak bisa siaran umkm pusing 7 keliling akibat harga bahan yang gila2an+gas lpg langka Stafsus yg banyak jumlahnya itu ngapain? Msh digaji sebesar itu gak dengan output kayak gini? Katanya efisiensi,fear
@kompascom Peraturannya udah ada lho Bu. Anggaran utk tukin dosen profesi jg sdh diajukan &amp; katanya akan cair di 2025. Skrg malah gak bisa cair kenapa?? https://t.co/upsAIwLmyB,trust
@tukin_dosenASN Aman Min. Katanya buat ASN internal LAN saja. https://t.co/IegrzWmtSY,joy
@tukin_dosenASN Saya sih setuju ya soalnya kmrin ada ASN ibu ibu yang katanya gak ada kerjaan jdiinya ngerumpi aja ma temennya terus jemput anak Bagus si klau dihapuskann,joy
@ardisatriawan Katanya mau mensejahterakan rakyat hak dan bonusnya malah mau diilangin. Belum lagi kalo tukin dari pemdanya dikit :( apa ga ketar ketir cpns yg baru ini,neutral
@Mauliza_NH21 iya jir mamahku crta tadi pas pulang. anggaran perjadin gt kan udah dipotong dr taun lalu terus skrg motong tukin sama gaji bahkan katanya gaji 13 rumornya ga ada terus td juga blg disuruh hemat gt deh ac lift setengah dimatiin. kasian sih jujur apalagi yg emg rajin kerja ,trust
@tanyarlfes Ni bener ga sih sampe2 katanya tukin dan gaji 13 thn ini udah ga ada lagi? ,joy
@PNS_Garis_Lucu Ini katanya gaji ke 13 dan ke 14 ga cair? Bener ga? Covid yang ekonomi negara berantakan aja masih ngasih hak gaji ke 13 dan 14 walaupun tukin 50%. Ini lagi masalah apaaaa sih ya Allah?,trust
Cacat hukum katanya untuk pembayaran tukin tapi untuk tukin tendik yang telah dibayarkan selama ini akan dibuatkan aturan agar tidak mengembalikan untuk dosen? Oh tunggu dulu kudu begini begitu https://t.co/yQtGTvr7jV,trust
Eh katanya tukin kagak dibayar ya.....,neutral
@dinris15 @lulac_notlilac @tanyakanrl Byk yg ga senang bro. Ga liat banyak PNS dan pegawai pemerintah anggarannya kena potong demi program MBG. Blm lg Tukin mau kena potong dan bahkan konon katanya gaji ke 13 alamat ga turun pas mau lebaran. Byk org yg kerja di pemerintah yg senang sebenarnya ,joy
Pak tolong dimonitor dengan baik programnya. Katanya sudah berjalan sejak 6 Januari tapi adik saya aja (SD) sampai saat ini gak dapet. Belum lagi ditambah masalah-masalah lain yang muncul ex: tukin dosen. Baik siswa sampai dosen berhak buat dapat kesempatan sama sejahtera pak,neutral
@resureksun Iya gede bgt proyek strategis aja dihapus yg jateng. Kecuali yg emang aspirasi dewan Sementara Konsultan Individu pada dirumahkan klo ga ada kejelasan sampe maret berarti di cut. Katanya simpang siur dari atasan2 klo tukin mau dipotong ...,joy
rasanya gue mau sumpel mulut salah seorang karyawan di kantor gue dgn LPG 3kg karena sejak menantunya keterima CPNS kemenkes kagak bisa dieeem! Pamer ini itu gaji pokok tukin dsbnya... Katanya kalau berobat di RS ada jalur khususnya apalah Damn! We don't even care!,anger
Tukin kemendes katanya dipotong 50% apakah betul? Kalau betul apakah yg lain2 tukin jg dipotong? ,neutral
Tukin dosen bermasalah juga pns yang katanya dulu pekerjaan stabil sekarang terancam juga pendidikan dan kesehatan cuma prioritas kesekian. #IndonesiaGelap,trust
Reformasi basi. Pemilu hanya akal-akalan. Pejabatnya tetap saja busuk dan tidak pro-rakyat. Makan siang gratis tapi 5 thn tukin dosen tdk dibayar. Demi anak bangsa tdk stunting katanya tapi dibuat idiot karena gurunya dibuat hidup tidak layak. #PeringatanDarurat #IndonesiaGelap https://t.co/0mLG2hy9oK,trust
@puspaswarna @kompascom https://t.co/fy1bLI5uCP Ini gw tadi liat wawancara dengan staf ahli menteri dikti yang skr katanya 9 hari sebelum lengser menteri lama nya si bos ojek itu menandatangani kepmen ttg tukin 80rb dosen asn untuk 2025 dimana hal ini gak dianggarkan di kementrian nya yg skr..gilaa gak,trust
Oh tambahan anggaran tukin dosen 2025 yang katanya sudah disetujui 2 5T itu kalau berdasarkan hitungan nggak akan cukup untuk membayar tukin semua dosen. Rencananya kementerian hanya akan bayar tukin dosen BLU dan Satker itupun tidak semuanya. Absurd.,trust
@tukin_dosenASN @Kemdiktisaintek @prabowo Katanya beliau memang kurang enak badan tapi Alhamdulillah bisa masuk ke mensesneg,neutral
Mendiktisaintek update nih! Tukin dosen ASN udah dibahas bareng Kemenkeu dan katanya Kemenkeu setuju sama anggarannya. Ditunggu aja! #detikedu #Kemenkeu #Mendiktisaintek #Tukin https://t.co/xMe5F2Cbey,neutral
@tukin_dosenASN @Kemdiktisaintek Pak @prabowo orang tua anda kan juga dosen ya masa kesejehateraan dosen aja ga dipikirin sih? Mana yang katanya dari keluarga terpelajar,joy
@Sam_Ardi @tukin_dosenASN Si wowo lagi kurang enak badan katanya,neutral
@fajarargowiliss @PNS_Garis_Lucu Tukin? Dosen harusnya dapet tukin sih tapi ini dari 2020 belum dibayarkan sama kementrian Negara ga ngotak kalo ngutang malah mau diputihkankatanya. Coba kita yang ngutang pajak (katanya mau ditagih sampe kerumah ),sadness
@direktoridosen @Kemenag_RI @Kemdiktisaintek Kalau @Kemdiktisaintek nggak bisa nyelesaikan masalah tukin malu lah menterinya yg katanya Profesor ITB itu kalah sama menag yg bahkan katanya blm S1.. Atau jgn2 ITB -nya sang Profesor itu Institut Tak Berteknologi bukan Institut Teknologi Bandung..,trust
@KemenkeuRI kalian tau ga sih dosen asn kemendikti gelar doktor lulusan S3 tidak lebih sejahtera daripada lulusan D3 ? malaj ada yg nyambi jadi ojek online @Kemdiktisaintek katanya mengajukan 8T untuk tukin dosen tapi kalian hanya ACC 2 5T ? adilkah begitu ? kelian bisa mikir ga sih?,neutral
@Heraloebss Untung ada surat dr kedubes China ya Coba g ada surat Ya praktik mereka bakalan terus Ginii nih pejabatmu @KemenkeuRI @beacukaiRI Katanya GAJI PALING GEDHE TERNYATA MASIH KORUP lohh Paak @prastow tolong kasih tahu bu Sri Kementrian lain disamakan saja sama tukin @KemenkeuRI,joy
@IchallAnggara @PNS_Garis_Lucu Wah ngeselin banget ya bang. Orang2 ruangan saya bilang kalo 2 taun gak latsar katanya gak bakal diangkat pns makanya panik. Mana sebel hampir 2 taun kehilangan potensi 20% gapok dan tukin kan.,fear
@ardisatriawan Halah alasan aja.... Bilang aja ga punya duit... ASN aja katanya terlambat gajinya apalagi ngerapel tukin seperti itu... https://t.co/07N3aFPpfT,neutral
@al_indis09 @tukin_dosenASN @nadiemmakarim Itu sudah akhir jabatan Mas Manteri menjabat sejak 2019. Baca2 katanya sejak awal sudah diajukan ke kemenkeu tapi ditolak ? Jadi baru disetujui oleh kemenkeu pas akhir jabatan mas menteri ?,neutral
@hammadstweet @tukin_dosenASN 3. Katanya karena dosen sudah dapat sertifikasi lah kok dosen di kementerian lain dapet?,joy
@hammadstweet @tukin_dosenASN Makanya aneh ngeles mulu mereka dari kemarin. 1. Katanya dasar hukum nya tidak lengkap tapi kok pegawai non dosen dapet? 2. Katanya karena ada kalimat untuk pegawai kementerian saja lah memang dosen bukan pegawai kementerian?,trust
Katanya keberlanjutan...giliran utang tukin dosen ditagih langsung bilang itu kan dulu...sudah bedaa. Nasib...nasibb...warga konoha gini bgt,neutral
@ngrzeee @itsptrapat @ardisatriawan @FatimahFat88111 @pekerjakampus Bpk katanya consultant dlu kuliah dimn? Siapa yg ngajarin dikampus? OB? Dosen pak dosen mrk sdh kerja 5thn tukin kgk dibayar yg kemarin msh nunggak eh yg kedepan sdh dihapus! Mrk bukan pengusaha cm PNS yg memperjuangkan haknya. Kalau mrk gk ada sapa yg nencetak sarjana dimari,neutral
@tukin_dosenASN Sekarang bilang kita bukan karyawan kementrian besok disuruh datang pagi pulang sore kalo ga begitu gaji dipotong (katanya kita kan ASN kementrian) trus kerjaan banyak adm banyak tukin ga dapet (atau dipotong lagi),joy
katanya dikti efisiensi sampe 22T bisa mungkin dananya untuk tukin for all yang 8T ituu https://t.co/ouOj5fJHu6,neutral
@tukin_dosenASN @Kemdiktisaintek Dosen jadi korban pemerintah lama Pemerintah baru tidak mau bertanggung jawab Lha... Waktu capres katanya keberlanjutan? ,fear
Innalillahi.. @KemenkeuRI kalian coba baca ini. dimana amanat UUD1945 yang katanya 20% apbn untuk pendidikan ? sampah !!. yang ada dana pendidikan 300T dialihkan ke dana desa sebagian di korupsi berjamaah @Kemdiktisaintek @tukin_dosenASN @prabowo @NARSCosmeticsJP @Gerindra,trust
koyoke emang negara bener2 kesusahan -rek semua anggaran di hemat2 tapi iki hemat e sak pol e. harus pinter2 cari side hustle dll tukin juga kyknya gaada kejelasan katanya naik 100% thn ini haha,joy
Dulu waktu awal2 tukin keluar itu temen2ku pd dipotong tukinnya katanya utk tenaga kontrak. Tapi aku tanya kenapa dipotong beneran tersampaikan? Baper dong bossnya aku sama lakik nggak dipotong trus aku dijudge pelit pdhl aku nanya doang ,anger
@tukin_dosenASN Dosen sedang di uji coba dosen akan melawan sampe menang atau cuma pasrah. Dosen yg katanya guru nya mahasiswa harus nya melawan sampe menang. Kalau sampe dosen pasrah ya pantes cuma di cap jago teori bukan jago solusi,anger
Kotak amal kantor mau diaktifkan lagi. Disuruh ngisi kalo abis gajian ato tukin cair. Seikhlasnya. Katanya buat nambah operasional sama buat bantu ngasih yg tenaga lepas. Yeaaah i love this country ,joy
@PNS_Ababil Seru banget pokoknya sekarang Espipidi dipotong 50% gada lagi makan siang/snackbox minum air putih aja ampe kembung dah hari hari dikantor aja. tapi tukin ganaik naik katanya mau 100% padahal ERBE nya udah diatas 90%,joy
Wah gimana ini? Katanya hasil investigasinya @tempodotco suara rekamannya ASLI. https://t.co/ujEeM8166B @ardisatriawan @tukin_dosenASN #kemendiktisaintek #rekaman #kementrian,neutral
Abis diskusi sama org org yg aktif di kementrian pendidikan dan katanya anggaran pendidikan banyak yg di pangkas. Makanya ada aksi dosen krn tukin nya dihapus. Krn bnrbnr dikurangin huft,trust
@PNS_Ababil Beberapa K/L katanya udah ada kebijakan khusus WFA diperbanyak yg di kantor bakal dibatasin ga ada flexi time (alias klo berangkat lebih dari jam 7.30 auto potong tukin pulang jg wajib on time kalo mau lembur kayanya AC dll dimatiin) rapat dialihkan ke online jg wkwk KOCAK,fear
Katanya sih amal jariyah itungannya.. Tapi berasa ditempa habis²an.. Tukin yang dijanjiin ga keluar².. Enak banget ya jadi orang atas tinggal bikin surat aja udah selesai masalahnya..,joy
@tukin_dosenASN @Kemdiktisaintek Mana nih coy @aayyuul katanya lu mau ikut demo juga,neutral
@Kartika4567 @tukin_dosenASN @Kemdiktisaintek iya didemo boleh2 saja..tp musti cari momentum yang pas. birokrat bisa saja bikin alesan untuk menunda tukin dosen kalo udh buru2 didemo liat gak kemaren gimana soal kisruh yg katanya ada yg ditampar? langsung ilang itu isunya.,fear
@papanberjalan Emang konyol banget ngeles ya Si Togar ini katanya anggaran Tukin Dosen belum disetujui Kemenkeu padahal tidak mungkin menteri sebelumnya berani mengeluarkan surat edaran pembayaran tukin kalau belum ada persetujuan Kemenkeu.,joy
@Liatatoullie @gg_02022020 Mereka minta tukin mereka naik lagi karena katanya terakhir naik tahun 2014. Mereka harus dikasih tukin besar dulu baru mau kerja bagus. Sementara instansi lain harus kerja bagus dulu baru mengajukan kenaikan tukin yg akhirnya nggak jadi karena moratorium.,joy
@worksfess Pemprov dki gue ngerasain bgt pelayanan sm sistemnya oke. Jd beneran ada istilah you pay peanuts you got monkey . Nah kalo kemenkeu (djp beacuk) udh sering kan diomelin netizen. Tp punya gaji ke 14. Instansi lain katanya bs naik tukin tp dipersulit sm kemenkeu,joy
Dosen gak dapat Tukin katanya sudah ada dana Penelitian Ini pemikiran seorang koruptor. Emangnya hibah penelitian itu merupakan sumber penghasilan bagi dosen? Hibah penelitian dari Dikti seharusnya dipakai untuk komponen penelitian tertuang di RAB (Note: Tidak ada komponen honor),sadness
@CityJaxk @ezash @Kemdiktisaintek Terus yang katanya masuk tukin-tukin itu emg belom ada ya bang?,anger
@gg_02022020 @KemenkeuRI Poinya CORETAX aneh lemot ga direncanakan dgn baik masa kemenkeu yg katanya KL terbaik ga paham ahah. Kedua orang kemenkeu overpaid. Mau hemat? Turunin tukin,fear
@kopsuratnya nggak gimana iniii pak @Kemdiktisaintek katanya tukin diberikan buat bentuk apresiasi motivasi kinerja prestasi dan kontribusi. dosen kemdikti kurang kontribusi apa lagi,joy
Contoh penggunaan anggaran dari institusi yang katanya paling berhak Tukin karena kerja beneran bukan cuma dosen atau guru atau nakes.,trust
@ardisatriawan Merasa diri juga bisa masuk surga karena udah memperjuangkan tukin katanya saat di wawancarai wartawan. Emang bacot banget elu togar oh togar ,joy
@tukin_dosenASN Tapi buat bangun sekolah Garuda katanya dananya sampe 2T. Lah utk ini kok ada dananya ? Kan ini program baru. Sedangkan dana utk Tukin kok ga ada ya ? Padahal ini dah bertahun tahun. Apa memang ga ada niat dan ga mau mengganggarkan ya? #pertanyaan #baru #masihgagalpaham,neutral
@viviantanad Aneh bgt kalau pns dosen gak ada tukin :( Kasian bgt dah Katanya sih itu rencana menteri baru,joy
@_temi Ooh buat nambah2 bayar tukin... Lumayan katanya bu ,neutral
Anggaran tukin dosen katanya sudah disetujui. Tapi disetujui dengan skema seperti apa? Haruslah semua dosen PTN Satker PTN BLU dan PTNBH mendapatkan haknya. Tidak boleh diskriminasi! #bayartukindosenkemdiktisaintek #dosenbukansapiperah @tukin_dosenASN @DPR_RI @Kemdiktisaintek,anger
Bikin sekolah SMA Garuda: 2 Triliunan. Gak pake nego anggaran ke Kemenkeu langsung jadi. *** Anggaran Tukin dosen ASN yang katanya baru disetujui kemarin: sekitar 2 Triliun juga. Itu juga pake drama nunda-nunda. Tukin. Dosen. ASN. Seluruh. Indonesia. Belum jelas juga sampai,trust
@Sasmo_kliwon @B_wijaya @tukin_dosenASN @Kemdiktisaintek Sekarang ngajuin serdos susah kak. Di sister.kemdikbud masih ditutup portalnya. Yang antri 1:10 katanya.,neutral
Yang terpenting @Kemdiktisaintek harus #bayartukindosenkemdiktisaintek #dosenbukansapiperah para orang2 terpilih yang katanya mewakili suara rakyat mana ini @arzeti_bilbina @Edhie_Baskoro @AHMADDHANIPRAST? @tukin_dosenASN,neutral
Giliran Senator Perempuan Aceh Darwati A Gani Bersuara Masalah Tukin Begini Katanya https://t.co/KW5bZ9vbVo @tukin_dosenASN #bayartukindosenkemdiktisaintek https://t.co/6rIyOduWRL,fear
Ada program nyusahin rakyat kenapa tetep jalan heran. Yg katanya daerah iku iuran yang katanya ambil dari zakat yg tukin dosen ditiadakan. KEK WHYY outputnya tidak sewow pengorbanannya (tidak efisien &amp; efektif),trust
@adhiparama @PNS_Ababil tapi apakah presiden mau nangis lagi? wkwkkw. tahun ini moratorium kenaikan tukin akun 524211 hantam rata 50% ga ada kenaikan gaji yang kemarin katanya Presiden baru yang umumin. Diikhlaskan ajaa ,joy
Katanya dosen adl tenaga utama kampus kerja 24/7 semua kerjaan dikerjain dr admin tridarma s/d struktural kampus Tapi kok ga dpt tukin? Apa segitu tdk dihargainya profesi dosen? @tukin_dosenASN #bayartukindosenkemdiktisaintek #DosenDimiskinkanNegara #dosenbukansapiperah,trust
@Ary_DatangLagi @prabowo @newIding30 @Bambangmulyonoo @ArdySoen6 @M_yanto_ @portaltv @PaltiWest2024 @pandji @King_PWS_ @NyaiNeneng kukira tukin dosen yg tak terbayar dari 2020.. tp ada masalah lain pegawainya..pegawainya aja dihajar apalagi dosen pns yg kemarin katanya bukan pegawai...duh semakin suram kayake bentar lg dosen demo?? harusnya malu Pak Presiden @prabowo @Gerindra #dosenbukansapiperah,sadness
@ardisatriawan kukira tukin dosen yg tak terbayar dari 2020.. tp ada masalah lain pegawainya..pegawainya aja dihajar apalagi dosen pns yg kemarin katanya bukan pegawai...duh semakin suram kapan nih pak dosen berani demo?hahahaha #dosenbukansapiperah,sadness
@TirtoID kukira tukin dosen yg tak terbayar dari 2020.. tp ada masalah lain pegawainya..pegawainya aja dihajar apalagi dosen pns yg kemarin katanya bukan pegawai...duh semakin suram #dosenbukansapiperah,sadness
@detikcom kukira tukin dosen yg tak terbayar dari 2020.. tp ada masalah lain pegawainya..pegawainya aja dihajar apalagi dosen pns yg kemarin katanya bukan pegawai...duh semakin suram #dosenbukansapiperah,sadness
@ardisatriawan Sedih banget loh padahal bapak aku dan rekan sejawatnya yg dosen udh seneng banget pas katanya sk tukin dosen udh dittd eh ternyata awal tahun dibatalin. Bgst mmg,sadness
Gimana gak demo. Gaji mereka loh para dosen tuh cuma dapet gapok Itupun besarannya sama semua mau di daerah mana juga. Sedangkan umr tiap kab/kota aja beda². Tukin katanya gajadi ada. Remun biasanya cuma buat yg menjabat. Serdos aja baru bisa pengajuan 2 tahun setelah jd AA.,joy
Katanya negeri ini maju pesat tapi Tukin dosen @Kemdiktisaintek masih tersendat. Mungkin uangnya sibuk jadi 'pameran proyek' lupa kalau kami ini juga bagian dari mesin negara #dosenbukansapiperah #DosenDimiskinkanNegara #bayartukindosenkemdiktisaintek @tukin_dosenASN @prabowo,neutral
#dosenbukansapiperah Katanya dosen ada tunjangan Fungsional jg Buk. Tapi syg dr 2007 SMP skrg 17 thn tdk prnh naik beda ma Tukin Buk 2 thn sekali naik hehee. Mereka yg disana ga mikir lg nasib dosen dn klrgnya Buk ya kerja aja dksh trs byk2 hehee. Miris x.,joy
@RinaMay05957576 @tukin_dosenASN Demo tapi tetep ngajar resign masal saja. Katanya intelektual tapi karena banyak yg S2/S3 yah bayar murah saja pikirnya,neutral
@tukin_dosenASN Sekedar info dosen PPPK kemenag juga sampe sekarang ga dibayarkan TUKINnya.. alasan dari atasan di kampus katanya belum ada surat perintah pembayaran. Gini amat jadi dosen di negara dzolim ini ya Tuhan,neutral
@Metro_TV Nitip min yg kasus korupsi 271T itu dialihkan aja bayarin @tukin_dosenASN @Kemdiktisaintek yg katanya total 2 8T/tahun lumayan selama 96thn pemerintah bisa mensejahterakan dosen. Haha #DosenDimiskinkanNegara #bayartukindosenkemdiktisaintek #dosenbukansapiperah,fear
@tukin_dosenASN @CityJaxk @Kemdiktisaintek Yang katanya pak menteri dosen ada juga tunjangan fungsional. Gak tau dia kalo tunjangannya asisten ahli Rp. 375.000 perak? ,trust
@CityJaxk @Kemdiktisaintek @PNS_Ababil udah gitu gak diakuin sebagai Pegawai sama pak de Togar gini amat jadi dosen @Kemdiktisaintek gak ada tukin dah dijanjiin mau dibayar eh gak ada anggaran katanya..suram #bayartukindosenkemdiktisaintek #DosenDimiskinkanNegara #dosenbukansapiperah,trust
@MagerDosen husshh bentar lagi cair katanya ,neutral
@kittenndusttt Sebuah testimoni dari warga @PNS_Ababil @pejabrut @PNS_Garis_Lucu gimana sih katanya tukin sultan ,fear
Mama bilang katanya dosen minta tukin bla2. Me: Gk bakal dikasih Ma duitnya dihabisin sama idola Mama ,trust
@tukin_dosenASN Gw msh bingung alasan resmi ga ada lg tukin bwt dosen tuh apa sih? Gw baca2 di bbrp berita katanya krn ada perubahan nomenklatur itu kyk ga masuk akal jir. Masa perubahan nomenklatur jd ngehilangin hak asn (dosen) buat dpt tunjangan.,trust
@tukin_dosenASN eh tapi temenku yang kerja di pabrik juga cerita dia ngiri ke yang jadi cs karena katanya gajinya lebih gedean cs sedangkan beban kerjanya beda... mungkin emg di tempat lain juga gini kali ya(?),neutral
@pejabrut Aku iseng nyari besaran tukin pemda lain lewat web jdih ngga ada trus lewat permintaan data web lapor go id tetep ga dikasih katanya rahasia ,fear
 Katanya dosen adalah pahlawan tanpa tanda jasa ternyata tanda jasanya juga tanpa tunjangan. Tukin? Mungkin sedang studi banding ke negeri dongeng. ,joy
Mendiktisaintek Satryo bicara soal kebijakan pendidikan tinggi termasuk otonomi kampus moratorium fakultas kedokteran dan tukin dosen 2025. Apa katanya? Via @detik_edu https://t.co/LHCMJiHq4K,trust
@mypage247_ @PNS_Garis_Lucu ga terlalu jelata krn tukin udh 80% (otw 90% katanya mah) kalo pinter bisa cari ceperan banyak apalagi kalo dapet penempatan yg lahan basah,neutral
@flubendiamide @TrustMfn @PNS_Garis_Lucu WOW tukinnya sama kak? Kalau gapok emang gede p3k kan karena katanya tukin sesuai kesanggupan pemda,fear
@dianisk_ @worksfess Mjb kak demi apa? Terus kena penempatan gak ya? Katanya ga dpt tukin jg ya diawal?,neutral
Seringkali dosen ga dapet tukin disebabkan katanya udah dapet hibah penelitian dan tunjangan profesi/sertifikasi dosen (serdos). emang tiap bulan dapet hibah penelitian? belum tentu juga lolos. lagipula uang penelitian ga boleh ada komponen honor. artinya klo kita ambil sedikit,fear
@for__lami Iya kan tukin dari 2020 aja katanya belum dibayarkan ,neutral
padahal aku percaya ya buat pinjemin uang tapi bisa bisanya ngga bales chat padahal aku tau dia pasti liat chat ini udah sebulan ga dibayar aku udah sabar aja mungkin lagi gada uang pas gajian juga ga langsung dibayar katanya nunggu tukin cair aku follow up eh dighosting https://t.co/8t2Q2KJmnJ,trust
katanya gaji guru mau dinaikin tapi tukin dosen dihapus let's packing y'all ️,joy
gaji polisi lebih banyak lho dari gaji dosen asn yg katanya tukin gak jd dibayarin,joy
Nih penguasa demennya ngutang dah. Pinjol dgn eufimisme fintech mereka endorse tukin dosen nunggak gaji BUMN ada yg belum dibayar gaji ASN bisa nunggak 11 bulan (atau malah ga dibayar sama sekali) vendor BUMN katanya masi banyak yg belum dilunasin.,joy
@jurnalwin @pppkguru Kemenag apalagi klo sertifikasi tunjangannya banyak gapok tukin uang makan dan sertifikasi. Tpi katanya sekrng untuk dipanggil sertifikasi kemenag agak susah dan lama.,neutral
Bring back Panglima Perjuangan Tukin Dosen: Dokday. Dokday lagi persiapan jadi Guru Besar dulu katanya tapi baru come back to X-land.,neutral
@PNS_Garis_Lucu Ada teman katanya blm dpt gaji dan tukin. Padahal. Sebelumnya hanya tukin yg telat sekarang udah tgl 8 gaji pokok pun keluar,joy
@DitjenPajakRI Ini DJP yg katanya kemensultan dgn tukin setinggi gunung? Kaya gini kinerjanya? Cuma bikin susah masyarakat?,neutral
@PNS_Garis_Lucu Kolam ane dgr2 mau naik tukinnya katanya sdh dpt izin prinsip trus ada info moratorium kenaikan tukin...taek sekali kawan2...,joy
@nonioktvn Kak bener ga katanya TUKIN dosen ga cair?,neutral
@penjiah @nonioktvn Ga ada tukin kak kalo katanya papaku yg pensiunan dosen pns nyebutnya remunerasi itupun ga semua hal yg dikerjakan dosen bisa diremunkan (btw ini berlaku di univ papaku ngajar ga tau jg ditempat lain),neutral
@tukin_dosenASN @prabowo @gibran_tweet @Kemdiktisaintek Pak @prabowo Mas @gibran_tweet.. Katanya Indonesia mau membangun SDM yg unggul dalam bidang STEM.. Gmn mau unggul wong guru SD anak saya aja ngajar 1/2 x 1/4 aja salah.. Mau protes tp ya gmn? Upah murah minta output bagus..,joy
@wu_dias @Meafteryou21 @tukin_dosenASN @Kemdiktisaintek @detikcom @detik_edu Saya lah dosen korban kuota itu ️ Ikut serdos 2023 dimundurin jadi gelombang 0 di 2024. Sampai Januari ini alhamdulillah belum terima serdosnya Tahun 2024 katanya kuotanya cuma 7000 dan cuma 1 gelombang. Kasihan dosen² muda yg mau serdos ke depannya makin sulit,anger
@tukin_dosenASN Penjelasan dari rekan dosen soal janji-janji tukin yang tahun lalu katanya sudah dianggarkan tapi ternyata tahun ini statemennya berubah:,neutral
Inget janji 300 FK? cha ching cha ching infrastruktur dahal tukin dosen negara aja katanya nunggak 5 taon dan gaji guru pun ya gitu deh #prabomonomics,joy
@tukin_dosenASN @Kemdiktisaintek @prabowo @gibran_tweet @KemenkeuRI @Gerindra @kempanrb https://t.co/ASPBDt1aJh Katanya beban..,neutral
Katanya pns beban negara tp malah buka p3k besar²an yg dapet gaji+tukin lebih gede dari cpns pertimbangannya cuma krn gak dapet pensiun lah dikira pns auto dapet pensiun? Kagak oy nunggu 20 tahun masa kerja dulu itupun kalo masih ada umurnya,fear
